param,row,col,value
w2,6,7,0.4374792828253103
w2,6,8,-0.08684577099749576
w2,6,9,0.1254503071978506
w2,6,10,-0.0016383093430860287
w2,6,11,-0.06675005418461533
w2,6,12,0.2524923410438115
w2,6,13,-0.060858305886214804
w2,6,14,-0.09603142494004069
w2,6,15,0.06988658134021716
w2,6,16,0.2522218641506597
w2,6,17,0.09051827472009305
w2,6,18,-0.005211183607396347
w2,6,19,0.12760881543730707
w2,6,20,-0.17946659918745184
w2,6,21,-0.1296928520754656
w2,6,22,0.3914653231395504
w2,6,23,-0.022971286313838702
w2,6,24,-0.281554776527968
w2,6,25,0.20470252905318437
w2,6,26,-0.1378168636545713
w2,6,27,0.36074251686374176
w2,6,28,0.047654987837563265
w2,6,29,-0.028263552451512554
w2,6,30,0.11316454038723256
w2,6,31,-0.07513211661004654
w2,6,32,-0.039770234801999226
w2,6,33,-0.2100647323400001
w2,6,34,-0.37297375916675374
w2,6,35,0.219780174197787
w2,6,36,-0.3422226595816502
w2,6,37,0.04360560153440016
w2,6,38,0.24352077006223863
w2,6,39,0.2610805470911119
w2,6,40,-0.32218879271656337
w2,6,41,-0.12827085199838037
w2,6,42,0.17965267012760694
w2,6,43,-0.23446582472834168
w2,6,44,-0.09859956304784123
w2,6,45,0.11218943443453182
w2,6,46,0.29491308393466187
w2,6,47,0.18609378531828435
w2,6,48,0.1395014606674856
w2,6,49,-0.05587437871255013
w2,7,0,0.1932243509931983
w2,7,1,0.10485568443224215
w2,7,2,0.05107458652920723
w2,7,3,-0.04745975616258398
w2,7,4,0.4198895836664126
w2,7,5,-0.11076531880802423
w2,7,6,0.15071826284589943
w2,7,7,-0.11145070904965805
w2,7,8,-0.5017590419347613
w2,7,9,-0.039353373304990606
w2,7,10,-0.01913344580716865
w2,7,11,0.09269465555341803
w2,7,12,-0.005746741423765117
w2,7,13,0.10069423987307066
w2,7,14,0.04813460327749981
w2,7,15,-0.2039257015512299
w2,7,16,-0.14737055134856383
w2,7,17,0.17584261783882746
w2,7,18,-0.1897154900462304
w2,7,19,-0.26963291910830156
w2,7,20,-0.0532575151674172
w2,7,21,-0.043772855280457816
w2,7,22,-0.2562000192308072
w2,7,23,-0.08343209090096523
w2,7,24,0.20590992854240073
w2,7,25,0.009541843792201488
w2,7,26,-0.5215216639808965
w2,7,27,-0.12503417275486467
w2,7,28,-0.003111406845662307
w2,7,29,-0.11490262503583475
w2,7,30,0.17065231570080744
w2,7,31,-0.04759328244085484
w2,7,32,-0.07906455786652143
w2,7,33,0.011628241323767592
w2,7,34,0.2547345982483477
w2,7,35,0.021716729160761294
w2,7,36,-0.08535412626358117
w2,7,37,0.01602838522509441
w2,7,38,0.008553770168037312
w2,7,39,-0.08749831585365057
w2,7,40,-0.20207195816065704
w2,7,41,-0.0012205737656879269
w2,7,42,0.025137517934166038
w2,7,43,-0.08347352341062805
w2,7,44,-0.3230968429096571
w2,7,45,0.14538508189063726
w2,7,46,-0.006530332181468347
w2,7,47,-0.13392336397175783
w2,7,48,-0.18123784081832173
w2,7,49,-0.3318376101714883
w2,8,0,0.2429441146303209
w2,8,1,0.11259537672348109
w2,8,2,-0.29252300409136456
w2,8,3,-0.19508724083371692
w2,8,4,0.10863106578943524
w2,8,5,-0.2310886848044049
w2,8,6,-0.3644856614100165
w2,8,7,-0.00594269848239649
